|dates|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|585.0|0|46.0|0|0.0|0
0|2020-05-18|589.0|0|46.0|0|0.0|0
0|2020-05-19|602.0|0|46.0|0|0.0|0
0|2020-05-20|616.0|0|46.0|0|0.0|0
0|2020-05-21|637.0|0|47.0|0|0.0|0
0|2020-05-22|647.0|0|51.0|0|0.0|0
0|2020-05-23|647.0|0|51.0|0|0.0|0
