|dates|Burke_Georgia_UnitedStates.JHU_ConfirmedCases.data|Burke_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Burke_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Burke_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Burke_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Burke_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|123.0|0|5.0|0|0.0|0
0|2020-05-28|123.0|0|5.0|0|0.0|0
0|2020-05-29|123.0|0|5.0|0|0.0|0
0|2020-05-30|123.0|0|5.0|0|0.0|0
