|dates|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedCases.data|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Hillsdale_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|166.0|0|23.0|0|0.0|0
0|2020-05-18|167.0|0|23.0|0|0.0|0
0|2020-05-19|165.0|0|24.0|0|0.0|0
0|2020-05-20|167.0|0|24.0|0|0.0|0
0|2020-05-21|168.0|0|24.0|0|0.0|0
0|2020-05-22|168.0|0|24.0|0|0.0|0
0|2020-05-23|168.0|0|24.0|0|0.0|0
