|dates|Curry_Oregon_UnitedStates.JHU_ConfirmedCases.data|Curry_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Curry_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Curry_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Curry_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Curry_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
