|dates|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedCases.data|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|87.0|0|6.0|0|0.0|0
0|2020-05-28|87.0|0|6.0|0|0.0|0
0|2020-05-29|87.0|0|6.0|0|0.0|0
0|2020-05-30|87.0|0|6.0|0|0.0|0
