|dates|Brown_Texas_UnitedStates.JHU_ConfirmedCases.data|Brown_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brown_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|57.0|0|9.0|0|0.0|0
0|2020-05-28|57.0|0|9.0|0|0.0|0
0|2020-05-29|57.0|0|9.0|0|0.0|0
0|2020-05-30|57.0|0|9.0|0|0.0|0
