|dates|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedCases.data|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Fluvanna_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|81.0|0|6.0|0|0.0|0
0|2020-05-18|82.0|0|6.0|0|0.0|0
0|2020-05-19|82.0|0|6.0|0|0.0|0
0|2020-05-20|82.0|0|6.0|0|0.0|0
0|2020-05-21|83.0|0|6.0|0|0.0|0
0|2020-05-22|84.0|0|6.0|0|0.0|0
0|2020-05-23|84.0|0|6.0|0|0.0|0
