|dates|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|29.0|0|1.0|0|0.0|0
0|2020-05-15|31.0|0|1.0|0|0.0|0
0|2020-05-16|31.0|0|1.0|0|0.0|0
