|dates|Dickinson_Michigan_UnitedStates.JHU_ConfirmedCases.data|Dickinson_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Dickinson_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Dickinson_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Dickinson_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Dickinson_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5.0|0|2.0|0|0.0|0
0|2020-05-15|5.0|0|2.0|0|0.0|0
0|2020-05-16|5.0|0|2.0|0|0.0|0
