|dates|Adams_Illinois_UnitedStates.JHU_ConfirmedCases.data|Adams_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Adams_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|42.0|0|1.0|0|0.0|0
0|2020-05-18|42.0|0|1.0|0|0.0|0
0|2020-05-19|42.0|0|1.0|0|0.0|0
0|2020-05-20|43.0|0|1.0|0|0.0|0
0|2020-05-21|45.0|0|1.0|0|0.0|0
0|2020-05-22|44.0|0|1.0|0|0.0|0
0|2020-05-23|44.0|0|1.0|0|0.0|0
