|dates|Brazos_Texas_UnitedStates.JHU_ConfirmedCases.data|Brazos_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brazos_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brazos_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brazos_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brazos_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|444.0|0|19.0|0|0.0|0
0|2020-05-28|444.0|0|19.0|0|0.0|0
0|2020-05-29|444.0|0|19.0|0|0.0|0
0|2020-05-30|444.0|0|19.0|0|0.0|0
