|dates|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.data|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.missing|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|25.0|0|0.0|0|0.0|0
0|2020-05-28|25.0|0|0.0|0|0.0|0
0|2020-05-29|25.0|0|0.0|0|0.0|0
0|2020-05-30|25.0|0|0.0|0|0.0|0
