|dates|Terrell_Georgia_UnitedStates.JHU_ConfirmedCases.data|Terrell_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Terrell_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Terrell_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Terrell_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Terrell_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|211.0|0|26.0|0|0.0|0
0|2020-05-25|211.0|0|26.0|0|0.0|0
0|2020-05-26|211.0|0|26.0|0|0.0|0
