|dates|Polk_Texas_UnitedStates.JHU_ConfirmedCases.data|Polk_Texas_UnitedStates.JHU_ConfirmedCases.missing|Polk_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|47.0|0|0.0|0|0.0|0
0|2020-05-18|47.0|0|0.0|0|0.0|0
0|2020-05-19|50.0|0|0.0|0|0.0|0
0|2020-05-20|50.0|0|0.0|0|0.0|0
0|2020-05-21|52.0|0|0.0|0|0.0|0
0|2020-05-22|52.0|0|0.0|0|0.0|0
0|2020-05-23|52.0|0|0.0|0|0.0|0
