|dates|Alachua_Florida_UnitedStates.JHU_ConfirmedCases.data|Alachua_Florida_UnitedStates.JHU_ConfirmedCases.missing|Alachua_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Alachua_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Alachua_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Alachua_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|332.0|0|7.0|0|0.0|0
0|2020-05-18|337.0|0|7.0|0|0.0|0
0|2020-05-19|339.0|0|7.0|0|0.0|0
0|2020-05-20|344.0|0|7.0|0|0.0|0
0|2020-05-21|346.0|0|7.0|0|0.0|0
0|2020-05-22|354.0|0|7.0|0|0.0|0
0|2020-05-23|354.0|0|7.0|0|0.0|0
