|dates|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2.0|0|0.0|0|0.0|0
0|2020-05-18|2.0|0|0.0|0|0.0|0
0|2020-05-19|3.0|0|0.0|0|0.0|0
0|2020-05-20|4.0|0|0.0|0|0.0|0
0|2020-05-21|4.0|0|0.0|0|0.0|0
0|2020-05-22|4.0|0|0.0|0|0.0|0
0|2020-05-23|4.0|0|0.0|0|0.0|0
