|dates|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|146.0|0|3.0|0|0.0|0
0|2020-05-15|149.0|0|3.0|0|0.0|0
0|2020-05-16|149.0|0|3.0|0|0.0|0
