|dates|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|493.0|0|24.0|0|0.0|0
0|2020-05-18|495.0|0|24.0|0|0.0|0
0|2020-05-19|498.0|0|24.0|0|0.0|0
0|2020-05-20|542.0|0|24.0|0|0.0|0
0|2020-05-21|528.0|0|24.0|0|0.0|0
0|2020-05-22|529.0|0|24.0|0|0.0|0
0|2020-05-23|529.0|0|24.0|0|0.0|0
