|dates|Portage_Ohio_UnitedStates.JHU_ConfirmedCases.data|Portage_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Portage_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Portage_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Portage_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Portage_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|292.0|0|51.0|0|0.0|0
0|2020-05-18|296.0|0|53.0|0|0.0|0
0|2020-05-19|297.0|0|53.0|0|0.0|0
0|2020-05-20|298.0|0|55.0|0|0.0|0
0|2020-05-21|303.0|0|55.0|0|0.0|0
0|2020-05-22|308.0|0|55.0|0|0.0|0
0|2020-05-23|308.0|0|55.0|0|0.0|0
