|dates|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|96.0|0|9.0|0|0.0|0
0|2020-05-18|96.0|0|9.0|0|0.0|0
0|2020-05-19|96.0|0|9.0|0|0.0|0
0|2020-05-20|96.0|0|9.0|0|0.0|0
0|2020-05-21|96.0|0|9.0|0|0.0|0
0|2020-05-22|97.0|0|9.0|0|0.0|0
0|2020-05-23|97.0|0|9.0|0|0.0|0
