|dates|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|189.0|0|6.0|0|0.0|0
0|2020-05-18|194.0|0|5.0|0|0.0|0
0|2020-05-19|194.0|0|5.0|0|0.0|0
0|2020-05-20|197.0|0|5.0|0|0.0|0
0|2020-05-21|204.0|0|5.0|0|0.0|0
0|2020-05-22|214.0|0|5.0|0|0.0|0
0|2020-05-23|214.0|0|5.0|0|0.0|0
