|dates|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|130.0|0|1.0|0|0.0|0
0|2020-05-15|134.0|0|1.0|0|0.0|0
0|2020-05-16|134.0|0|1.0|0|0.0|0
