|dates|Teton_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Teton_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Teton_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Teton_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Teton_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Teton_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|100.0|0|0.0|0|0.0|0
0|2020-05-28|100.0|0|0.0|0|0.0|0
0|2020-05-29|100.0|0|0.0|0|0.0|0
0|2020-05-30|100.0|0|0.0|0|0.0|0
