|dates|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedCases.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedCases.missing|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|231.0|0|0.0|0|0.0|0
0|2020-05-25|243.0|0|0.0|0|0.0|0
0|2020-05-26|243.0|0|0.0|0|0.0|0
