|dates|Macon_Illinois_UnitedStates.JHU_ConfirmedCases.data|Macon_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Macon_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|165.0|0|17.0|0|0.0|0
0|2020-05-18|169.0|0|17.0|0|0.0|0
0|2020-05-19|170.0|0|17.0|0|0.0|0
0|2020-05-20|176.0|0|17.0|0|0.0|0
0|2020-05-21|182.0|0|17.0|0|0.0|0
0|2020-05-22|184.0|0|17.0|0|0.0|0
0|2020-05-23|184.0|0|17.0|0|0.0|0
