|dates|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|258.0|0|3.0|0|0.0|0
0|2020-05-28|258.0|0|3.0|0|0.0|0
0|2020-05-29|258.0|0|3.0|0|0.0|0
0|2020-05-30|258.0|0|3.0|0|0.0|0
