|dates|Jackson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jackson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|12.0|0|0.0|0
0|2020-05-18|57.0|0|12.0|0|0.0|0
0|2020-05-19|57.0|0|12.0|0|0.0|0
0|2020-05-20|59.0|0|12.0|0|0.0|0
0|2020-05-21|60.0|0|13.0|0|0.0|0
0|2020-05-22|60.0|0|13.0|0|0.0|0
0|2020-05-23|60.0|0|13.0|0|0.0|0
