|dates|Hanover_Virginia_UnitedStates.JHU_ConfirmedCases.data|Hanover_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Hanover_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Hanover_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hanover_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hanover_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|309.0|0|22.0|0|0.0|0
0|2020-05-28|309.0|0|22.0|0|0.0|0
0|2020-05-29|309.0|0|22.0|0|0.0|0
0|2020-05-30|309.0|0|22.0|0|0.0|0
