|dates|Saline_Kansas_UnitedStates.JHU_ConfirmedCases.data|Saline_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Saline_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|24.0|0|2.0|0|0.0|0
0|2020-05-28|24.0|0|2.0|0|0.0|0
0|2020-05-29|24.0|0|2.0|0|0.0|0
0|2020-05-30|24.0|0|2.0|0|0.0|0
