|dates|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedCases.data|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedCases.missing|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2856.0|0|142.0|0|0.0|0
0|2020-05-18|2893.0|0|142.0|0|0.0|0
0|2020-05-19|2981.0|0|145.0|0|0.0|0
0|2020-05-20|3033.0|0|145.0|0|0.0|0
0|2020-05-21|3132.0|0|147.0|0|0.0|0
0|2020-05-22|3207.0|0|149.0|0|0.0|0
0|2020-05-23|3207.0|0|149.0|0|0.0|0
