|dates|Taos_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Taos_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Taos_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Taos_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Taos_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Taos_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|0.0|0|0.0|0
0|2020-05-15|23.0|0|0.0|0|0.0|0
0|2020-05-16|23.0|0|0.0|0|0.0|0
