|dates|Kent_Maryland_UnitedStates.JHU_ConfirmedCases.data|Kent_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Kent_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Kent_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|160.0|0|15.0|0|0.0|0
0|2020-05-28|160.0|0|15.0|0|0.0|0
0|2020-05-29|160.0|0|15.0|0|0.0|0
0|2020-05-30|160.0|0|15.0|0|0.0|0
