|dates|Clay_Missouri_UnitedStates.JHU_ConfirmedCases.data|Clay_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Clay_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|149.0|0|2.0|0|0.0|0
0|2020-05-25|149.0|0|2.0|0|0.0|0
0|2020-05-26|149.0|0|2.0|0|0.0|0
