|dates|Hendry_Florida_UnitedStates.JHU_ConfirmedCases.data|Hendry_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hendry_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hendry_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hendry_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hendry_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|339.0|0|12.0|0|0.0|0
0|2020-05-28|339.0|0|12.0|0|0.0|0
0|2020-05-29|339.0|0|12.0|0|0.0|0
0|2020-05-30|339.0|0|12.0|0|0.0|0
