|dates|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|541.0|0|32.0|0|0.0|0
0|2020-05-28|541.0|0|32.0|0|0.0|0
0|2020-05-29|541.0|0|32.0|0|0.0|0
0|2020-05-30|541.0|0|32.0|0|0.0|0
