|dates|Liberty_Montana_UnitedStates.JHU_ConfirmedCases.data|Liberty_Montana_UnitedStates.JHU_ConfirmedCases.missing|Liberty_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Liberty_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Liberty_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Liberty_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
