|dates|Bradford_Florida_UnitedStates.JHU_ConfirmedCases.data|Bradford_Florida_UnitedStates.JHU_ConfirmedCases.missing|Bradford_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Bradford_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Bradford_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Bradford_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|49.0|0|2.0|0|0.0|0
0|2020-05-18|49.0|0|2.0|0|0.0|0
0|2020-05-19|49.0|0|2.0|0|0.0|0
0|2020-05-20|49.0|0|2.0|0|0.0|0
0|2020-05-21|50.0|0|2.0|0|0.0|0
0|2020-05-22|50.0|0|2.0|0|0.0|0
0|2020-05-23|50.0|0|2.0|0|0.0|0
