|dates|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedCases.data|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|358.0|0|57.0|0|0.0|0
0|2020-05-18|366.0|0|57.0|0|0.0|0
0|2020-05-19|371.0|0|57.0|0|0.0|0
0|2020-05-20|379.0|0|59.0|0|0.0|0
0|2020-05-21|384.0|0|59.0|0|0.0|0
0|2020-05-22|387.0|0|62.0|0|0.0|0
0|2020-05-23|387.0|0|62.0|0|0.0|0
