|dates|Etowah_Alabama_UnitedStates.JHU_ConfirmedCases.data|Etowah_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Etowah_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Etowah_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Etowah_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Etowah_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|240.0|0|11.0|0|0.0|0
0|2020-05-28|240.0|0|11.0|0|0.0|0
0|2020-05-29|240.0|0|11.0|0|0.0|0
0|2020-05-30|240.0|0|11.0|0|0.0|0
