|dates|Okaloosa_Florida_UnitedStates.JHU_ConfirmedCases.data|Okaloosa_Florida_UnitedStates.JHU_ConfirmedCases.missing|Okaloosa_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Okaloosa_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Okaloosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Okaloosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|172.0|0|5.0|0|0.0|0
0|2020-05-15|174.0|0|5.0|0|0.0|0
0|2020-05-16|174.0|0|5.0|0|0.0|0
