|dates|Shelby_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Shelby_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|54.0|0|3.0|0|0.0|0
0|2020-05-15|65.0|0|3.0|0|0.0|0
0|2020-05-16|65.0|0|3.0|0|0.0|0
