|dates|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1238.0|0|61.0|0|0.0|0
0|2020-05-18|1250.0|0|61.0|0|0.0|0
0|2020-05-19|1267.0|0|61.0|0|0.0|0
0|2020-05-20|1287.0|0|62.0|0|0.0|0
0|2020-05-21|1302.0|0|62.0|0|0.0|0
0|2020-05-22|1333.0|0|62.0|0|0.0|0
0|2020-05-23|1333.0|0|62.0|0|0.0|0
