|dates|Navarro_Texas_UnitedStates.JHU_ConfirmedCases.data|Navarro_Texas_UnitedStates.JHU_ConfirmedCases.missing|Navarro_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Navarro_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Navarro_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Navarro_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|38.0|0|2.0|0|0.0|0
0|2020-05-18|38.0|0|2.0|0|0.0|0
0|2020-05-19|38.0|0|2.0|0|0.0|0
0|2020-05-20|40.0|0|2.0|0|0.0|0
0|2020-05-21|40.0|0|2.0|0|0.0|0
0|2020-05-22|40.0|0|2.0|0|0.0|0
0|2020-05-23|40.0|0|2.0|0|0.0|0
