|dates|Sitka_Alaska_UnitedStates.JHU_ConfirmedCases.data|Sitka_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Sitka_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Sitka_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Sitka_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Sitka_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
