|dates|Clark_Ohio_UnitedStates.JHU_ConfirmedCases.data|Clark_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Clark_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|231.0|0|6.0|0|0.0|0
0|2020-05-28|231.0|0|6.0|0|0.0|0
0|2020-05-29|231.0|0|6.0|0|0.0|0
0|2020-05-30|231.0|0|6.0|0|0.0|0
