|dates|Bowie_Texas_UnitedStates.JHU_ConfirmedCases.data|Bowie_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bowie_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bowie_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bowie_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bowie_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|156.0|0|11.0|0|0.0|0
0|2020-05-28|156.0|0|11.0|0|0.0|0
0|2020-05-29|156.0|0|11.0|0|0.0|0
0|2020-05-30|156.0|0|11.0|0|0.0|0
