|dates|Yolo_California_UnitedStates.JHU_ConfirmedCases.data|Yolo_California_UnitedStates.JHU_ConfirmedCases.missing|Yolo_California_UnitedStates.JHU_ConfirmedDeaths.data|Yolo_California_UnitedStates.JHU_ConfirmedDeaths.missing|Yolo_California_UnitedStates.JHU_ConfirmedRecoveries.data|Yolo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|182.0|0|22.0|0|0.0|0
0|2020-05-15|182.0|0|22.0|0|0.0|0
0|2020-05-16|182.0|0|22.0|0|0.0|0
