|dates|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2645.0|0|135.0|0|0.0|0
0|2020-05-25|2651.0|0|135.0|0|0.0|0
0|2020-05-26|2651.0|0|135.0|0|0.0|0
