|dates|Boone_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Boone_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Boone_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
