|dates|Monterey_California_UnitedStates.JHU_ConfirmedCases.data|Monterey_California_UnitedStates.JHU_ConfirmedCases.missing|Monterey_California_UnitedStates.JHU_ConfirmedDeaths.data|Monterey_California_UnitedStates.JHU_ConfirmedDeaths.missing|Monterey_California_UnitedStates.JHU_ConfirmedRecoveries.data|Monterey_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|308.0|0|6.0|0|0.0|0
0|2020-05-15|317.0|0|6.0|0|0.0|0
0|2020-05-16|317.0|0|6.0|0|0.0|0
