|dates|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|321.0|0|21.0|0|0.0|0
0|2020-05-28|321.0|0|21.0|0|0.0|0
0|2020-05-29|321.0|0|21.0|0|0.0|0
0|2020-05-30|321.0|0|21.0|0|0.0|0
