|dates|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|517.0|0|83.0|0|0.0|0
0|2020-05-18|533.0|0|70.0|0|0.0|0
0|2020-05-19|534.0|0|70.0|0|0.0|0
0|2020-05-20|539.0|0|70.0|0|0.0|0
0|2020-05-21|539.0|0|71.0|0|0.0|0
0|2020-05-22|550.0|0|71.0|0|0.0|0
0|2020-05-23|550.0|0|71.0|0|0.0|0
