|dates|Buchanan_Missouri_UnitedStates.JHU_ConfirmedCases.data|Buchanan_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Buchanan_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Buchanan_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Buchanan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Buchanan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|617.0|0|2.0|0|0.0|0
0|2020-05-25|628.0|0|2.0|0|0.0|0
0|2020-05-26|628.0|0|2.0|0|0.0|0
