|dates|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1017.0|0|18.0|0|0.0|0
0|2020-05-18|1034.0|0|18.0|0|0.0|0
0|2020-05-19|1061.0|0|19.0|0|0.0|0
0|2020-05-20|1115.0|0|20.0|0|0.0|0
0|2020-05-21|1166.0|0|20.0|0|0.0|0
0|2020-05-22|1269.0|0|22.0|0|0.0|0
0|2020-05-23|1269.0|0|22.0|0|0.0|0
