|dates|Jefferson_Florida_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Florida_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|2.0|0|0.0|0
0|2020-05-18|28.0|0|2.0|0|0.0|0
0|2020-05-19|28.0|0|2.0|0|0.0|0
0|2020-05-20|28.0|0|2.0|0|0.0|0
0|2020-05-21|30.0|0|2.0|0|0.0|0
0|2020-05-22|29.0|0|2.0|0|0.0|0
0|2020-05-23|29.0|0|2.0|0|0.0|0
