|dates|Copiah_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Copiah_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Copiah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Copiah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Copiah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Copiah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|201.0|0|2.0|0|0.0|0
0|2020-05-18|204.0|0|2.0|0|0.0|0
0|2020-05-19|207.0|0|3.0|0|0.0|0
0|2020-05-20|211.0|0|4.0|0|0.0|0
0|2020-05-21|228.0|0|4.0|0|0.0|0
0|2020-05-22|259.0|0|4.0|0|0.0|0
0|2020-05-23|259.0|0|4.0|0|0.0|0
