|dates|Noble_Indiana_UnitedStates.JHU_ConfirmedCases.data|Noble_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Noble_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Noble_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Noble_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Noble_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|192.0|0|21.0|0|0.0|0
0|2020-05-28|192.0|0|21.0|0|0.0|0
0|2020-05-29|192.0|0|21.0|0|0.0|0
0|2020-05-30|192.0|0|21.0|0|0.0|0
