|dates|Pickens_Georgia_UnitedStates.JHU_ConfirmedCases.data|Pickens_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Pickens_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Pickens_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Pickens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Pickens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|3.0|0|0.0|0
0|2020-05-18|38.0|0|3.0|0|0.0|0
0|2020-05-19|39.0|0|3.0|0|0.0|0
0|2020-05-20|39.0|0|3.0|0|0.0|0
0|2020-05-21|40.0|0|3.0|0|0.0|0
0|2020-05-22|41.0|0|3.0|0|0.0|0
0|2020-05-23|41.0|0|3.0|0|0.0|0
