|dates|Craig_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Craig_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Craig_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Craig_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Craig_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Craig_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|13.0|0|0.0|0|0.0|0
0|2020-05-15|13.0|0|0.0|0|0.0|0
0|2020-05-16|13.0|0|0.0|0|0.0|0
