|dates|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedCases.data|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|OtterTail_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|38.0|0|0.0|0|0.0|0
0|2020-05-18|47.0|0|0.0|0|0.0|0
0|2020-05-19|51.0|0|0.0|0|0.0|0
0|2020-05-20|51.0|0|0.0|0|0.0|0
0|2020-05-21|52.0|0|0.0|0|0.0|0
0|2020-05-22|52.0|0|0.0|0|0.0|0
0|2020-05-23|52.0|0|0.0|0|0.0|0
