|dates|Angelina_Texas_UnitedStates.JHU_ConfirmedCases.data|Angelina_Texas_UnitedStates.JHU_ConfirmedCases.missing|Angelina_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Angelina_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Angelina_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Angelina_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|139.0|0|1.0|0|0.0|0
0|2020-05-18|139.0|0|1.0|0|0.0|0
0|2020-05-19|154.0|0|1.0|0|0.0|0
0|2020-05-20|154.0|0|2.0|0|0.0|0
0|2020-05-21|168.0|0|2.0|0|0.0|0
0|2020-05-22|168.0|0|2.0|0|0.0|0
0|2020-05-23|168.0|0|2.0|0|0.0|0
