|dates|Butler_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Butler_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Butler_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|217.0|0|6.0|0|0.0|0
0|2020-05-18|217.0|0|6.0|0|0.0|0
0|2020-05-19|217.0|0|6.0|0|0.0|0
0|2020-05-20|217.0|0|6.0|0|0.0|0
0|2020-05-21|218.0|0|6.0|0|0.0|0
0|2020-05-22|219.0|0|6.0|0|0.0|0
0|2020-05-23|219.0|0|6.0|0|0.0|0
