|dates|Vance_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Vance_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Vance_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Vance_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Vance_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Vance_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|195.0|0|17.0|0|0.0|0
0|2020-05-18|195.0|0|17.0|0|0.0|0
0|2020-05-19|195.0|0|17.0|0|0.0|0
0|2020-05-20|202.0|0|17.0|0|0.0|0
0|2020-05-21|202.0|0|17.0|0|0.0|0
0|2020-05-22|215.0|0|18.0|0|0.0|0
0|2020-05-23|215.0|0|18.0|0|0.0|0
