|dates|Marion_Florida_UnitedStates.JHU_ConfirmedCases.data|Marion_Florida_UnitedStates.JHU_ConfirmedCases.missing|Marion_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|237.0|0|5.0|0|0.0|0
0|2020-05-25|237.0|0|5.0|0|0.0|0
0|2020-05-26|237.0|0|5.0|0|0.0|0
